,City Location,Company Name,Description,Job Title,Salary Level,Search Criteria,City,State Zip,blank,State,Zip,high,low,CA,IL,IN,KY,OH,TX
497,"Chicago, IL",WSP | Parsons Brinckerhoff,"
Assures that all data in PBIS is up to date on assigned projects, including funding, budgets and project maintenance....",Project Accountant II,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
498,"Chicago, IL",University of Chicago,"
Our scientific data clouds and commons include:. The Biomedical Data Commons (BDC) is cloud-based infrastructure that we are developing for a consortium of...",Senior Bioinformatician,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
499,"Chicago, IL",Planet Pharma,"
Extensive hands-on experience using different mass spectrometry instrument platforms and data analysis software are required....","Scientist II, Mass Spectrometry",low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
500,"Chicago, IL 60603 (Loop area)",Raise Marketplace Inc.,"
Work with Business Analysts, Application Developers and Data Scientists to implement solutions using agile methodologies....",Data Engineer,low,data scientist,Chicago, IL 60603 (Loop area),,IL,60603 (Loop area),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
502,"Chicago, IL",Smith Hanley Associates,"
Statistical Research Scientist. Provide forecasting of future trends, predictive modeling, sampling, and data estimation....",Statistical Research Scientist,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
505,"Chicago, IL",JLL,"
Understand and manage key resources, data vendors, and available technology. Position will lead our data collection analysis and reporting on the office market...",Research Analyst-Capital Markets Group-Chicago,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
510,"Chicago, IL",PepsiCo,"
Effectively applies data analysis tools (e.g., spreadsheets, Accolade) to maximize efficiency. This position's primary function is to analyze data for the...",Senior Innovation Scientist,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
511,"Chicago, IL",Capgemini,"
Insights & Data. (big data, enterprise content management, data architecture, people and operational analytics, analytics-as-a-service) and....",Vice President - Global Digital-Analytics,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
514,"Chicago, IL",S.C. International,"
Extremely successful consulting practice has an immediate need for a Statistical Analyst. Our client is an industry leader in consulting to the healthcare",Statistical Analyst -- Health-7444 - 7444,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
518,"Hinsdale, IL","AMITA Health Adventist Medical Center, Hinsdale- A...","
Familiar using EHR data. Proficient with insurance claim data. Develops, implements and evaluates documentation formats, validation tests, data collection...",SR. HEALTHCARE DATA SCIENTIST,low,data scientist,Hinsdale, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
519,"Hinsdale, IL","AMITA Health Adventist Medical Center, Hinsdale","
Familiar using EHR data. Proficient with insurance claim data. Develops, implements and evaluates documentation formats, validation tests, data collection...",SR. HEALTHCARE DATA SCIENTIST,low,data scientist,Hinsdale, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
521,"Chicago, IL",Arcadis:US,"
Utilizes programs to convert data files into current systems. Provides leadership by working closely with business function areas to understand business...",Business Analyst,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
524,"Chicago, IL",McKinsey & Company,"
Experience recruiting for consulting, software development and/or data scientist positions is a strong plus....",Senior Recruiter - North America,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
532,"Evanston, IL",NorthShore University HealthSystem,"
Collaborate with information technology on interface of genomic data. NorthShore is seeking candidates with a strong research background in statistics and...",Research Scientist/ Bioinformatician,low,data scientist,Evanston, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
534,"Chicago, IL",TMP WORLDWIDE,"
The Digital Media Strategist bridges the gap between data and meaning. Part detective, part scientist, part storyteller, the role has elements of media planning...",Digital Media Strategist,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
539,"Chicago, IL",General Assembly,"
Our Data Science Immersive course is a brand-new, life-changing educational experience where students leave with the skills and mindsets to take on new careers...",Lead Data Science Instructor,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
540,"Chicago, IL",Civis Analytics,"
The Product Design intern will join our Chicago-based product team, working collaboratively with engineers, data scientists, product managers, and other...",Product Design Internship - Summer 2017,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
543,"Chicago, IL",NFP,"
Summary: DiMeo Schneider & Associates, L.L.C., a Chicago investment management consulting firm, seeks an experienced and ambitious professional for the","Research Analyst, CFA",low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
545,"Chicago, IL",National Opinion Research Center (NORC),"
NORC at the University of Chicago is seeking a qualified Research Scientist to support the Public Health Research Department in Chicago, IL....",Research Scientist - Public Health,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
546,"Oakbrook Terrace, IL",Ferrara Candy Company,"
Observes, records, and evaluates experimental data. Supports senior scientists on more complex projects. Assists other scientists in conducting, developing and...",Food Scientist,low,data scientist,Oakbrook Terrace, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
547,"Chicago, IL",Morningstar,"
The Research group also provides data on hundreds of thousands of investment offerings, including stocks, mutual funds, and similar vehicles, along with real...",Manager Research Analyst,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
550,"Lemont, IL",Argonne National Laboratory,"
Good experience and skills in interdisciplinary research involving mathematicians, computer scientists, and discipline scientists....",Assistant Computational Scientist,low,data scientist,Lemont, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
551,"Chicago, IL 60606 (Loop area)",Uber,"
Composed of researchers, data scientists, and engineers the team makes an impact across Uber. Lead end-to-end qualitative, quantitative, and data analytics...",Regional Marketing Research Lead,low,data scientist,Chicago, IL 60606 (Loop area),,IL,60606 (Loop area),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
555,"Chicago, IL 60654 (Loop area)",Tempus,"
Collect and analyze data. Experience working with next-generation sequencing data. Work in interdisciplinary groups of scientists, engineers, and product...",SCIENTIST II - TUMOR ORGANOIDS,low,data scientist,Chicago, IL 60654 (Loop area),,IL,60654 (Loop area),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
557,"Northbrook, IL",UL,"
Analyzes data from multiple sources in order to determine causes of problems and develop solutions, and evaluates technical specifications and factors related...",Research Engineer - Wind Modeling,low,data scientist,Northbrook, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
562,"Chicago, IL 60605 (Near South Side area)",TeamSoft,"
More specifically, you would work closely with Data Scientists and other technical experts on data engineering initiatives to:....",Data Engineer Developer / Data Scientist,low,data scientist,Chicago, IL 60605 (Near South Side area),,IL,60605 (Near South Side area),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
565,"Chicago, IL 60616 (Douglas area)",LabPersonnel,"
We have been engaged to search for a Contract Bioanalytical Scientist to work in their facility. Biotech client located in Chicago, Illinois seeks a Contract...",Contract Bioanalytical Scientist,low,data scientist,Chicago, IL 60616 (Douglas area),,IL,60616 (Douglas area),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
566,"Chicago, IL",Workbridge Associates,"
Big Data with Hadoop, Hive, Impala. Mid, Senior, Lead, Data, Scientist, Machine, Learning, Predictive, Analytics, Engineer, Developer, Python, R, Hadoop, Hive,...",Director of Data Science,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
569,"Chicago, IL",Civis Analytics,"
Political technology and data. As a Software Engineering Intern, you will join our Chicago-based technology team, working collaboratively with other builders --...",Software Engineer Internship - Summer 2017,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
574,"Chicago, IL",Federal Reserve Bank of Chicago,"
Under the direction of the Data Scientist, collects, aggregates, and analyzes data from multiple internal sources to drive insights into business performance....",Business Intelligence Analyst,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
576,"Chicago, IL",Aon,"
Sr. Analyst-Fixed Income Manager Research 2419042 Full-time IL-Chicago Consulting Group Description About Aon Aon Is Looking For A Sr. Analyst-Fixed",Sr. Analyst-Fixed Income Manager Research,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
581,"Chicago, IL",Morningstar,"
We transform data into insights that investors can use to reach their financial goals.The Role:. The group also collects and maintains high-quality data on the...",Senior Credit REIT Research Analyst,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
583,"Wheeling, IL 60090","ACGT, Inc.","
Develop, improve, modify, and operate data analysis pipelines. Seeks an enthusiastic and experienced bioinformatics scientist who is comfortable with large data...",Bioinformatics Scientist,low,data scientist,Wheeling, IL 60090,,IL,60090,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
585,"Chicago, IL",Next Step Systems,"
Quantitative Analyst, Chicago, IL Chicago IL Jobs, Quantitative Analyst, C++, STL, UNIX, Linux, Scripting, Illinois Recruiters, Information Technology,",Quantitative Analyst,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
592,"Chicago, IL",NJF Search,"
As such, the role involves developing novel machine learning techniques and applying them to seek patterns in large, dirty and noisy data sets....",Machine Learning Researcher,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
594,"Chicago, IL",Northwestern University,"
Designs databases and data structures. Experience with support of researchers and scientists. Develops and implements procedures for data security, management...",Developer Senior,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
596,"Chicago, IL",PepsiCo,"
Design and execute experiments, and analyze and interpret data to make sound technical recommendations on product and process issues....",R&D Associate Food Scientist,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
598,"Oakbrook Terrace, IL",Cox Automotive,"
Provides expertise on data housed in salesforce and Marketo, owns data strategy, activation and maintenance for marketing data....","Manager, Campaign Marketing",low,data scientist,Oakbrook Terrace, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
599,"Chicago, IL","Geosyntec Consultants, Inc.","
Geotechnical and environmental site characterization using laboratory and field data; Position will require contribution to multi-disciplinary projects and...",Entry-Level Civil / Geotechnical Engineer (40291),low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
601,"Chicago, IL",University of Chicago,"
Uses benchmark data for planning and incorporates it into analysis and presentations. These scholars pursue this mission through research, the education of...",Senior Finance Analyst,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
602,"Abbott Park, IL",inVentiv Health Clinical,"
Statistician will need a strong background in high-dimensional data analysis, preferably in genomics and biomarker research applications. Title of Position:....",Clinical Statistician (Genomics and Biomarker),low,data scientist,Abbott Park, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
606,"Chicago, IL 60645 (West Ridge area)",Drivin,"
As a premier venture-backed, rapidly growing start-up, we are looking for world-class individuals to join our team, including creative technologists, forward...",Account Executive,low,data scientist,Chicago, IL 60645 (West Ridge area),,IL,60645 (West Ridge area),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
609,"Chicago, IL",Morningstar,"
Provide visionary technology leadership, keeping abreast of new developments in all areas of technology, with an emphasis on mobile, knowledge management, and...",Director of Technology - Marketing and Brand,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
615,"Chicago, IL 60601 (Loop area)",Strike Social,"
Collaborate with data scientists and graphic artists to create infographics, data reports and more that position Strike as an industry expert....",Senior Content Manager,low,data scientist,Chicago, IL 60601 (Loop area),,IL,60601 (Loop area),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
617,"Chicago, IL",Creative Circle,"
Perform quality control checks of survey websites & data. Working closely with the Market Research Director, you will help carry out quantitative research by...",Market Research Analyst - (Quantitative Research Focus),low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
619,"Chicago, IL",Publicis Healthcare Communications Group,"
High-level analysis of category, research, and competitive data. Analyzes and extracts findings/issues from all available marketing data....",Account Supervisor - Discovery USA,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
627,"Chicago, IL",Illinois Institute of Technology,"
Participate in the management and maintenance of the campus data centers. IIT and IITRI scientists and engineers have made some of the century's most important...",Linux & HPC Administrator,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
628,"Chicago, IL",Xaxis,"
Xaxis combines proprietary technology, unique data assets and exclusive media relationships with the brightest team of audience analysts, data scientists and...",Account Manager,low,data scientist,Chicago, IL,,IL,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
